1;arms_factory;2944.00;10.10;1363.00;5.50;0
1;arms_factory;2947.00;9.68;1354.00;2.24;0
1;arms_factory;2947.00;9.75;1356.00;3.45;0
1;arms_factory;2951.00;11.57;1368.00;1.29;0
1;arms_factory;2943.00;10.45;1367.00;2.85;0
1;arms_factory;2944.00;11.25;1368.00;5.51;0
1;industrial_complex;2948.00;11.18;1360.00;1.90;0
1;industrial_complex;2948.00;11.18;1360.00;6.02;0
1;industrial_complex;2948.00;12.48;1363.00;6.12;0
1;industrial_complex;2948.00;9.88;1355.00;3.96;0
1;industrial_complex;2948.00;9.88;1355.00;1.80;0
1;industrial_complex;2950.00;11.70;1369.00;4.46;0
1;air_base;2950.00;11.70;1369.00;6.03;0
1;naval_base;2943.00;9.50;1358.00;-0.79;5579
1;naval_base;2952.00;9.50;1379.00;-3.00;5555
1;naval_base;2941.00;9.50;1368.00;-1.19;5579
1;bunker;2944.00;10.10;1363.00;4.47;0
1;bunker;2949.00;11.38;1358.00;0.85;0
1;bunker;2952.00;11.00;1365.00;3.52;0
1;coastal_bunker;2944.00;9.53;1358.00;-0.79;0
1;coastal_bunker;2954.00;9.70;1370.00;0.98;0
1;coastal_bunker;2943.00;9.90;1371.00;-2.60;0
1;dockyard;2953.00;9.75;1362.00;0.98;0
1;anti_air_building;2948.00;11.60;1361.00;4.98;0
1;anti_air_building;2949.00;12.80;1363.00;6.19;0
1;anti_air_building;2949.00;12.80;1363.00;4.03;0
1;synthetic_refinery;2951.00;10.23;1356.00;0.41;0
1;fuel_silo;2951.00;10.23;1356.00;1.97;0
1;radar_station;2940.00;9.50;1360.00;0.41;0
1;rocket_site;2948.00;13.60;1368.00;2.47;0
1;nuclear_reactor;2948.00;13.60;1368.00;5.14;0
2;arms_factory;3006.00;10.25;1359.00;3.45;0
2;arms_factory;3006.00;10.50;1363.00;1.29;0
2;arms_factory;3004.00;9.73;1356.00;2.85;0
2;arms_factory;3007.00;10.38;1358.00;5.51;0
2;arms_factory;3005.00;10.23;1362.00;1.90;0
2;arms_factory;3004.00;9.95;1359.00;6.02;0
2;industrial_complex;3006.00;10.15;1357.00;6.12;0
2;industrial_complex;3005.00;10.18;1361.00;3.96;0
2;industrial_complex;3005.00;10.05;1358.00;1.80;0
2;industrial_complex;3002.00;9.70;1357.00;4.46;0
2;industrial_complex;3002.00;9.53;1354.00;6.03;0
2;industrial_complex;3005.00;9.95;1357.00;2.41;0
2;air_base;3003.00;9.70;1356.00;0.25;0
2;naval_base;3003.00;9.50;1352.00;-0.46;5656
2;bunker;3005.00;9.78;1356.00;4.47;0
2;coastal_bunker;2999.00;9.50;1355.00;-0.46;0
2;dockyard;3001.00;9.50;1353.00;-0.46;0
2;anti_air_building;3001.00;9.68;1356.00;5.08;0
2;anti_air_building;3003.00;9.73;1358.00;2.92;0
2;anti_air_building;3006.00;10.38;1361.00;5.58;0
2;synthetic_refinery;3006.00;10.23;1358.00;1.96;0
2;fuel_silo;3003.00;9.70;1357.00;4.98;0
2;radar_station;2999.00;9.50;1355.00;3.04;0
2;rocket_site;3006.00;10.15;1357.00;4.03;0
2;nuclear_reactor;3004.00;9.73;1356.00;0.41;0
3;arms_factory;2912.00;10.10;1457.00;2.85;0
3;arms_factory;2923.00;16.10;1438.00;5.51;0
3;arms_factory;2928.00;13.50;1455.00;1.90;0
3;arms_factory;2914.00;10.53;1448.00;6.02;0
3;arms_factory;2924.00;14.45;1450.00;6.12;0
3;arms_factory;2931.00;14.07;1454.00;3.96;0
3;industrial_complex;2905.00;10.05;1449.00;1.80;0
3;industrial_complex;2919.00;12.18;1445.00;4.46;0
3;industrial_complex;2919.00;15.20;1437.00;6.03;0
3;industrial_complex;2917.00;10.50;1455.00;2.41;0
3;industrial_complex;2922.00;14.45;1442.00;0.25;0
3;industrial_complex;2928.00;15.18;1448.00;1.45;0
3;air_base;2918.00;13.10;1451.00;4.47;0
3;bunker;2929.00;15.53;1438.00;0.85;0
3;bunker;2932.00;14.28;1454.00;3.52;0
